Optimization Data
 
Start time: 2026-05-22 13:29:17 
 
Solver Options:
Method: PySLSQP 
# acc: 0.001 
# finite_diff_abs_step: [0.026000000000000002, 0.00761, 0.00761, 0.00761, 0.00761, 0.00761, 0.00030000000000000003, 0.00030000000000000003, 0.00030000000000000003, 0.00030000000000000003, 0.00030000000000000003, 0.00269, 0.00269, 0.00269, 0.00269, 0.00269, 0.00022999999999999998, 0.00022999999999999998, 0.00022999999999999998, 0.00022999999999999998, 0.00022999999999999998, 0.00269, 0.00269, 0.00269, 0.00269, 0.00269, 0.00022999999999999998, 0.00022999999999999998, 0.00022999999999999998, 0.00022999999999999998, 0.00022999999999999998] 
# maxiter: 120 
# Aggregate: P-norm 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
Design Variables and Bounds 
# x0 = [260.00, 76.10, 76.10, 76.10, 76.10, 76.10, 3.00, 3.00, 3.00, 3.00, 3.00, 26.90, 26.90, 26.90, 26.90, 26.90, 2.30, 2.30, 2.30, 2.30, 2.30, 26.90, 26.90, 26.90, 26.90, 26.90, 2.30, 2.30, 2.30, 2.30, 2.30]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0_1) bounds = [48.3, 114.3] 
 x[2] (d0_2) bounds = [48.3, 114.3] 
 x[3] (d0_3) bounds = [48.3, 114.3] 
 x[4] (d0_4) bounds = [48.3, 114.3] 
 x[5] (d0_5) bounds = [48.3, 114.3] 
 x[6] (t0_1) bounds = [2.5, 5.0] 
 x[7] (t0_2) bounds = [2.5, 5.0] 
 x[8] (t0_3) bounds = [2.5, 5.0] 
 x[9] (t0_4) bounds = [2.5, 5.0] 
 x[10] (t0_5) bounds = [2.5, 5.0] 
 x[11] (d1_h_1) bounds = [10.0, 50.0] 
 x[12] (d1_h_2) bounds = [10.0, 50.0] 
 x[13] (d1_h_3) bounds = [10.0, 50.0] 
 x[14] (d1_h_4) bounds = [10.0, 50.0] 
 x[15] (d1_h_5) bounds = [10.0, 50.0] 
 x[16] (t1_h_1) bounds = [1.0, 4.0] 
 x[17] (t1_h_2) bounds = [1.0, 4.0] 
 x[18] (t1_h_3) bounds = [1.0, 4.0] 
 x[19] (t1_h_4) bounds = [1.0, 4.0] 
 x[20] (t1_h_5) bounds = [1.0, 4.0] 
 x[21] (d1_c_1) bounds = [10.0, 50.0] 
 x[22] (d1_c_2) bounds = [10.0, 50.0] 
 x[23] (d1_c_3) bounds = [10.0, 50.0] 
 x[24] (d1_c_4) bounds = [10.0, 50.0] 
 x[25] (d1_c_5) bounds = [10.0, 50.0] 
 x[26] (t1_c_1) bounds = [1.0, 4.0] 
 x[27] (t1_c_2) bounds = [1.0, 4.0] 
 x[28] (t1_c_3) bounds = [1.0, 4.0] 
 x[29] (t1_c_4) bounds = [1.0, 4.0] 
 x[30] (t1_c_5) bounds = [1.0, 4.0] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
3, 248, 88.54, 259.38 ,73.50 ,73.51 ,73.51 ,73.51 ,73.48 ,3.13 ,3.13 ,3.13 ,3.13 ,3.13 ,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,26.26 ,26.28 ,26.26 ,26.26 ,26.26 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 17.708,17.680,17.678,17.678,18.129
3, 249, 88.54, 259.38 ,73.50 ,73.51 ,73.51 ,73.51 ,73.48 ,3.13 ,3.13 ,3.13 ,3.13 ,3.13 ,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,26.26 ,26.26 ,26.28 ,26.26 ,26.26 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 17.708,17.678,17.680,17.678,18.129
3, 250, 88.54, 259.38 ,73.50 ,73.51 ,73.51 ,73.51 ,73.48 ,3.13 ,3.13 ,3.13 ,3.13 ,3.13 ,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,26.26 ,26.26 ,26.26 ,26.28 ,26.26 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 17.708,17.678,17.678,17.680,18.129
3, 251, 88.54, 259.38 ,73.50 ,73.51 ,73.51 ,73.51 ,73.48 ,3.13 ,3.13 ,3.13 ,3.13 ,3.13 ,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,26.26 ,26.26 ,26.26 ,26.26 ,26.28 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 17.708,17.678,17.678,17.678,18.131
3, 252, 88.54, 259.38 ,73.50 ,73.51 ,73.51 ,73.51 ,73.48 ,3.13 ,3.13 ,3.13 ,3.13 ,3.13 ,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,26.26 ,26.26 ,26.26 ,26.26 ,26.26 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 17.710,17.678,17.678,17.678,18.129
3, 253, 88.54, 259.38 ,73.50 ,73.51 ,73.51 ,73.51 ,73.48 ,3.13 ,3.13 ,3.13 ,3.13 ,3.13 ,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,26.26 ,26.26 ,26.26 ,26.26 ,26.26 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 17.708,17.680,17.678,17.678,18.129
3, 254, 88.54, 259.38 ,73.50 ,73.51 ,73.51 ,73.51 ,73.48 ,3.13 ,3.13 ,3.13 ,3.13 ,3.13 ,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,26.26 ,26.26 ,26.26 ,26.26 ,26.26 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 17.708,17.678,17.680,17.678,18.129
3, 255, 88.54, 259.38 ,73.50 ,73.51 ,73.51 ,73.51 ,73.48 ,3.13 ,3.13 ,3.13 ,3.13 ,3.13 ,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,26.26 ,26.26 ,26.26 ,26.26 ,26.26 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 17.708,17.678,17.678,17.680,18.129
3, 256, 88.54, 259.38 ,73.50 ,73.51 ,73.51 ,73.51 ,73.48 ,3.13 ,3.13 ,3.13 ,3.13 ,3.13 ,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,26.26 ,26.26 ,26.26 ,26.26 ,26.26 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 17.708,17.678,17.678,17.678,18.131
3, 257, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.520
4, 258, 71.11, 257.81 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.222,14.206,14.206,14.206,14.524
4, 259, 71.10, 257.55 ,64.44 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.229,14.203,14.203,14.203,14.520
4, 260, 71.10, 257.55 ,64.37 ,64.47 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.213,14.203,14.203,14.520
4, 261, 71.10, 257.55 ,64.37 ,64.40 ,64.47 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.213,14.203,14.520
4, 262, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.47 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.213,14.520
4, 263, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.36 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.531
4, 264, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.228,14.203,14.203,14.203,14.520
4, 265, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.212,14.203,14.203,14.520
4, 266, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.212,14.203,14.520
4, 267, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.212,14.520
4, 268, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.530
4, 269, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.73 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.221,14.203,14.203,14.203,14.520
4, 270, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.73 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.205,14.203,14.203,14.520
4, 271, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.73 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.205,14.203,14.520
4, 272, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.73 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.205,14.520
4, 273, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.73 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.522
4, 274, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.220,14.203,14.203,14.203,14.520
4, 275, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.205,14.203,14.203,14.520
4, 276, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.205,14.203,14.520
4, 277, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.205,14.520
4, 278, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.522
4, 279, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.39 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.220,14.203,14.203,14.203,14.520
4, 280, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.39 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.204,14.203,14.203,14.520
4, 281, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.39 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.204,14.203,14.520
4, 282, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.39 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.204,14.520
4, 283, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.39 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.522
4, 284, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.220,14.203,14.203,14.203,14.520
4, 285, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.204,14.203,14.203,14.520
4, 286, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.204,14.203,14.520
4, 287, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.204,14.520
4, 288, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.522
4, 289, 71.09, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.520
4, 290, 71.11, 257.81 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.222,14.206,14.206,14.206,14.524
4, 291, 71.10, 257.55 ,64.44 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.229,14.203,14.203,14.203,14.520
4, 292, 71.10, 257.55 ,64.37 ,64.47 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.213,14.203,14.203,14.520
4, 293, 71.10, 257.55 ,64.37 ,64.40 ,64.47 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.213,14.203,14.520
4, 294, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.47 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.213,14.520
4, 295, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.36 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.531
4, 296, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.228,14.203,14.203,14.203,14.520
4, 297, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.212,14.203,14.203,14.520
4, 298, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.212,14.203,14.520
4, 299, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.212,14.520
4, 300, 71.10, 257.55 ,64.37 ,64.40 ,64.40 ,64.40 ,64.29 ,2.74 ,2.74 ,2.74 ,2.74 ,2.74 ,23.71 ,23.71 ,23.71 ,23.71 ,23.71 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,24.37 ,24.37 ,24.37 ,24.37 ,24.37 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00, 0.0000, 0.0000, 0.0000, 14.218,14.203,14.203,14.203,14.530
